Id	Debate	Text	Type	Score
97	CLINTON_S	Doctors and nurses who care for us.	0.0	neutral
98	CLINTON_S	Teachers who change lives.	0.0	neutral
99	CLINTON_S	Entrepreneurs who see possibilities in every problem.	-0.487086	negative
100	CLINTON_S	Mothers who lost children to violence and are building a movement to keep other kids safe.	0.0	neutral
101	CLINTON_S	He's forgetting every last one of us.	-0.824829	negative
102	CLINTON_S	"Americans don't say, ""I alone can fix it."" We say, ""We'll fix it together."""	-0.596138	negative
103	CLINTON_S	And remember, remember: Our Founders fought a revolution and wrote a Constitution so America would never be a nation where one person had all the power.	0.0	neutral
104	CLINTON_S	Two-hundred-and-forty years later, we still put our faith in each other.	0.762281	positive
105	CLINTON_S	Look at what happened in Dallas after the assassinations of five brave police officers.	-0.586912	negative
106	CLINTON_S	Police Chief David Brown asked the community to support his force, maybe even join them.	0.0	neutral
107	CLINTON_S	And you know how the community responded?	0.0	neutral
108	CLINTON_S	Nearly 500 people applied in just 12 days.	0.0	neutral
109	CLINTON_S	That's how Americans answer when the call for help goes out.	0.0	neutral
110	CLINTON_S	Twenty years ago, I wrote a book called It Takes a Village.	0.0	neutral
111	CLINTON_S	"And a lot of people looked at the title and asked, ""What the heck do you mean by that?"""	-0.508646	negative
112	CLINTON_S	This is what I mean.	-0.363101	negative
113	CLINTON_S	None of us can raise a family, build a business, heal a community or lift a country totally alone.	-0.663983	negative
114	CLINTON_S	America needs every one of us to lend our energy, our talents, our ambition to making our nation better and stronger.	0.851336	positive
115	CLINTON_S	I believe that with all my heart.	0.0	neutral
116	CLINTON_S	"That's why ""Stronger Together"" is not just a lesson from our history."	0.0	neutral
117	CLINTON_S	It's not just a slogan for our campaign.	0.0	neutral
118	CLINTON_S	It's a guiding principle for the country we've always been and the future we're going to build.	0.533734	positive
119	CLINTON_S	A country where the economy works for everyone, not just those at the top.	0.0	neutral
120	CLINTON_S	Where you can get a good job and send your kids to a good school, no matter what zip code you live in.	0.851561	positive
121	CLINTON_S	A country where all our children can dream, and those dreams are within reach.	0.836019	positive
122	CLINTON_S	Where families are strong, communities are safe, and yes, where love trumps hate.	0.462685	positive
123	CLINTON_S	That's the country we're fighting for.	-0.436664	negative
124	CLINTON_S	That's the future we're working toward.	0.0	neutral
125	CLINTON_S	And so, my friends, it is with humility, determination and boundless confidence in America's promise that I accept your nomination for president of the United States!	0.992553	positive
126	CLINTON_S	Now, sometimes, sometimes the people at this podium are new to the national stage.	0.0	neutral
127	CLINTON_S	As you know, I'm not one of those people.	-0.587129	negative
128	CLINTON_S	I've been your First Lady, served eight years as a senator from the great state of New York.	0.602389	positive
129	CLINTON_S	Then I represented all of you as secretary of state.	0.0	neutral
130	CLINTON_S	But my job titles only tell you what I've done.	0.0	neutral
131	CLINTON_S	They don't tell you why.	0.0	neutral
132	CLINTON_S	"The truth is, through all these years of public service, the ""service"" part has always come easier to me than the ""public"" part."	0.0	neutral
133	CLINTON_S	I get it that some people just don't know what to make of me.	-0.737333	negative
134	CLINTON_S	So let me tell you.	0.0	neutral
135	CLINTON_S	The family I'm from, well, no one had their name on big buildings.	0.0	neutral
136	CLINTON_S	My family were builders of a different kind.	0.577371	positive
137	CLINTON_S	Builders in the way most American families are.	0.470316	positive
138	CLINTON_S	They used whatever tools they had — whatever God gave them — and whatever life in America provided — and built better lives and better futures for their kids.	0.79726	positive
139	CLINTON_S	My grandfather worked in the same Scranton lace mill for 50 years.	0.0	neutral
140	CLINTON_S	Because he believed that if he gave everything he had, his children would have a better life than he did.	0.0	neutral
141	CLINTON_S	And he was right.	0.0	neutral
142	CLINTON_S	My dad, Hugh, made it to college.	0.0	neutral
143	CLINTON_S	He played football at Penn State and enlisted in the Navy after Pearl Harbor.	0.0	neutral
144	CLINTON_S	When the war was over, he started his own small business, printing fabric for draperies.	-0.303373	negative
145	CLINTON_S	I remember watching him stand for hours over silk screens.	0.0	neutral
146	CLINTON_S	He wanted to give my brothers and me opportunities he never had.	-0.344645	negative
147	CLINTON_S	And he did.	0.0	neutral
148	CLINTON_S	My mother, Dorothy, was abandoned by her parents as a young girl.	0.0	neutral
149	CLINTON_S	She ended up on her own at 14, working as a housemaid.	0.0	neutral
150	CLINTON_S	She was saved by the kindness of others.	0.0	neutral
151	CLINTON_S	Her first-grade teacher saw she had nothing to eat at lunch and brought extra food to share the entire year.	0.476312	positive
152	CLINTON_S	The lesson she passed on to me, years later, stuck with me: No one gets through life alone.	-0.752467	negative
153	CLINTON_S	We have to look out for each other and lift each other up.	0.573067	positive
154	CLINTON_S	"And she made sure I learned the words from our Methodist faith: ""Do all the good you can, for all the people you can, in all the ways you can, as long as ever you can."""	0.853621	positive
155	CLINTON_S	So, I went to work for the Children's Defense Fund, going door-to-door in New Bedford, Mass., on behalf of children with disabilities who were denied the chance to go to school.	-0.812671	negative
156	CLINTON_S	I remember meeting a young girl in a wheelchair on the small back porch of her house.	0.0	neutral
157	CLINTON_S	She told me how badly she wanted to go to school — it just didn't seem possible in those days.	-0.864503	negative
158	CLINTON_S	And I couldn't stop thinking of my mother and what she'd gone through as a child.	0.0	neutral
159	CLINTON_S	It became clear to me that simply caring is not enough.	0.0	neutral
160	CLINTON_S	To drive real progress, you have to change both hearts and laws.	0.948878	positive
161	CLINTON_S	You need both understanding and action.	0.838401	positive
162	CLINTON_S	So we gathered facts.	-0.66098	negative
163	CLINTON_S	We built a coalition.	0.0	neutral
164	CLINTON_S	And our work helped convince Congress to ensure access to education for all students with disabilities.	0.0	neutral
165	CLINTON_S	It's a big idea, isn't it?	-0.471356	negative
166	CLINTON_S	Every kid with a disability has the right to go to school.	-0.861498	negative
167	CLINTON_S	But how, how do you make an idea like that real?	0.440244	positive
168	CLINTON_S	You do it step-by-step, year-by-year, sometimes even door-by-door.	-0.339213	negative
169	CLINTON_S	My heart just swelled when I saw Anastasia Somoza representing millions of young people on this stage — because we changed our law to make sure she got an education.	0.0	neutral
170	CLINTON_S	So it's true.	0.855667	positive
171	CLINTON_S	I sweat the details of policy — whether we're talking about the exact level of lead in the drinking water in Flint, Mich., the number of mental health facilities in Iowa, or the cost of your prescription drugs.	0.0	neutral
172	CLINTON_S	Because it's not just a detail if it's your kid — if it's your family.	0.824409	positive
173	CLINTON_S	It's a big deal.	0.551777	positive
174	CLINTON_S	And it should be a big deal to your president, too.	0.735968	positive
175	CLINTON_S	After the four days of this convention, you've seen some of the people who've inspired me.	0.0	neutral
176	CLINTON_S	People who let me into their lives, and became a part of mine.	0.0	neutral
177	CLINTON_S	People like Ryan Moore and Lauren Manning.	0.0	neutral
178	CLINTON_S	They told their stories Tuesday night.	0.0	neutral
179	CLINTON_S	I first met Ryan as a 7-year-old.	0.0	neutral
180	CLINTON_S	He was wearing a full body brace that must have weighed 40 pounds, because I leaned over to lift him up.	0.0	neutral
181	CLINTON_S	Children like Ryan kept me going when our plan for universal health care failed and kept me working with leaders of both parties to help create the Children's Health Insurance Program that covers 8 million kids in our country.	0.909623	positive
182	CLINTON_S	Lauren Manning, who stood here with such grace and power, was gravely injured on 9/11.	-0.345526	negative
183	CLINTON_S	It was the thought of her, and Debbie St. John who you saw in the movie, and John Dolan and Joe Sweeney, and all the victims and survivors, that kept me working as hard as I could in the Senate on behalf of 9/11 families, and our first responders who got sick from their time at Ground Zero.	-0.845177	negative
184	CLINTON_S	I was thinking of Lauren, Debbie and all the others 10 years later in the White House Situation Room when President Obama made the courageous decision that finally brought Osama bin Laden to justice.	-0.431061	negative
185	CLINTON_S	And in this campaign, I've met many more people who motivate me to keep fighting for change.	0.0	neutral
186	CLINTON_S	And, with your help, I will carry all of your voices and stories with me to the White House.	0.829562	positive
187	CLINTON_S	And you heard, you heard from, from Republicans and Independents who are supporting our campaign.	-0.312143	negative
188	CLINTON_S	Well, I will be a president for Democrats, Republicans and independents, for the struggling, the striving, the successful, for all those who vote for me and for those who don't.	0.0	neutral
189	CLINTON_S	For all Americans together.	0.0	neutral
190	CLINTON_S	Tonight, tonight we've reached a milestone in our nation's march toward a more perfect union: the first time that a major party has nominated a woman for president.	0.799862	positive
191	CLINTON_S	Standing here, standing here as my mother's daughter, and my daughter's mother, I'm so happy this day has come.	0.926652	positive
192	CLINTON_S	I'm happy for grandmothers and little girls and everyone in between.	0.878022	positive
193	CLINTON_S	I'm happy for boys and men, too — because when any barrier falls in America, it clears the way for everyone.	0.630258	positive
194	CLINTON_S	After all, when there are no ceilings, the sky's the limit.	-0.599984	negative
195	CLINTON_S	So let's keep going, let's keep going until every one of the 161 million women and girls across America has the opportunity she deserves to have.	-0.531903	negative
